State,Year,StateMW2022,FedMW2022
Alaska,1968,17.65,9.67
California,1968,13.87,9.67
Arizona,1968,3.94,9.67
Massachusetts,1968,13.45,9.67
New York,1968,13.45,9.67
Washington,1968,13.45,9.67
Connecticut,1968,11.77,9.67
Maine,1968,11.77,9.67
New Hampshire,1968,11.77,9.67
New Jersey,1968,11.77,9.67
Rhode Island,1968,11.77,9.67
Vermont,1968,11.77,9.67
Delaware,1968,10.51,9.67
District of Columbia,1968,10.51,9.67
Hawaii,1968,10.51,9.67
Michigan,1968,10.51,9.67
Nevada,1968,10.51,9.67
Oregon,1968,10.51,9.67
Wisconsin,1968,10.51,9.67
Wyoming,1968,10.09,9.67
Idaho,1968,9.67,9.67
Indiana,1968,9.67,9.67
New Mexico,1968,9.67,9.67
Pennsylvania,1968,9.67,9.67
Colorado,1968,8.40,9.67
Maryland,1968,8.40,9.67
Nebraska,1968,8.40,9.67
North Carolina,1968,8.40,9.67
North Dakota,1968,8.40,9.67
Oklahoma,1968,8.40,9.67
Utah,1968,8.40,9.67
West Virginia,1968,8.40,9.67
Ohio,1968,6.30,9.67
Minnesota,1968,5.88,9.67
Kentucky,1968,5.46,9.67
Puerto Rico,1968,3.62,9.67
South Dakota,1968,3.57,9.67
Arkansas,1968,1.31,9.67
Alabama,1968,0.00,9.67
Florida,1968,0.00,9.67
Georgia,1968,0.00,9.67
Illinois,1968,0.00,9.67
Iowa,1968,0.00,9.67
Kansas,1968,0.00,9.67
Louisiana,1968,0.00,9.67
Mississippi,1968,0.00,9.67
Missouri,1968,0.00,9.67
Montana,1968,0.00,9.67
South Carolina,1968,0.00,9.67
Tennessee,1968,0.00,9.67
Texas,1968,0.00,9.67
Virginia,1968,0.00,9.67
Alaska,1969,16.74,9.17
Arizona,1969,3.73,9.17
California,1969,13.15,9.17
Massachusetts,1969,12.76,9.17
New York,1969,12.76,9.17
Washington,1969,12.76,9.17
Connecticut,1969,11.16,9.17
Maine,1969,11.16,9.17
New Hampshire,1969,11.16,9.17
New Jersey,1969,11.16,9.17
Rhode Island,1969,11.16,9.17
Vermont,1969,11.16,9.17
Delaware,1969,9.96,9.17
District of Columbia,1969,9.96,9.17
Hawaii,1969,9.96,9.17
Michigan,1969,9.96,9.17
Nevada,1969,9.96,9.17
Oregon,1969,9.96,9.17
Wisconsin,1969,9.96,9.17
Wyoming,1969,9.57,9.17
Idaho,1969,9.17,9.17
Indiana,1969,9.17,9.17
New Mexico,1969,9.17,9.17
Pennsylvania,1969,9.17,9.17
Colorado,1969,7.97,9.17
Maryland,1969,7.97,9.17
Nebraska,1969,7.97,9.17
North Carolina,1969,7.97,9.17
North Dakota,1969,7.97,9.17
Oklahoma,1969,7.97,9.17
Utah,1969,7.97,9.17
West Virginia,1969,7.97,9.17
Ohio,1969,5.98,9.17
Minnesota,1969,5.58,9.17
Kentucky,1969,5.18,9.17
Puerto Rico,1969,3.43,9.17
South Dakota,1969,3.39,9.17
Arkansas,1969,1.24,9.17
Alabama,1969,0.00,9.17
Florida,1969,0.00,9.17
Georgia,1969,0.00,9.17
Illinois,1969,0.00,9.17
Iowa,1969,0.00,9.17
Kansas,1969,0.00,9.17
Louisiana,1969,0.00,9.17
Mississippi,1969,0.00,9.17
Missouri,1969,0.00,9.17
Montana,1969,0.00,9.17
South Carolina,1969,0.00,9.17
Tennessee,1969,0.00,9.17
Texas,1969,0.00,9.17
Virginia,1969,0.00,9.17
Alaska,1970,15.83,9.81
California,1970,12.44,9.81
Arizona,1970,3.53,9.81
Connecticut,1970,12.07,9.81
District of Columbia,1970,12.07,9.81
Hawaii,1970,12.07,9.81
Maine,1970,12.07,9.81
Massachusetts,1970,12.07,9.81
New York,1970,12.07,9.81
Rhode Island,1970,12.07,9.81
Vermont,1970,12.07,9.81
Washington,1970,12.07,9.81
New Jersey,1970,11.31,9.81
New Hampshire,1970,10.94,9.81
Maryland,1970,9.81,9.81
Nevada,1970,9.81,9.81
New Mexico,1970,9.81,9.81
Pennsylvania,1970,9.81,9.81
Wisconsin,1970,9.81,9.81
Wyoming,1970,9.81,9.81
Delaware,1970,9.42,9.81
Idaho,1970,9.42,9.81
Indiana,1970,9.42,9.81
Michigan,1970,9.42,9.81
North Carolina,1970,9.42,9.81
Oregon,1970,9.42,9.81
Arkansas,1970,8.29,9.81
Colorado,1970,7.54,9.81
Nebraska,1970,7.54,9.81
North Dakota,1970,7.54,9.81
Oklahoma,1970,7.54,9.81
South Dakota,1970,7.54,9.81
Utah,1970,7.54,9.81
West Virginia,1970,7.54,9.81
Ohio,1970,5.66,9.81
Minnesota,1970,5.28,9.81
Kentucky,1970,4.90,9.81
Puerto Rico,1970,3.25,9.81
Alabama,1970,0.00,9.81
Florida,1970,0.00,9.81
Georgia,1970,0.00,9.81
Illinois,1970,0.00,9.81
Iowa,1970,0.00,9.81
Kansas,1970,0.00,9.81
Louisiana,1970,0.00,9.81
Mississippi,1970,0.00,9.81
Missouri,1970,0.00,9.81
Montana,1970,0.00,9.81
South Carolina,1970,0.00,9.81
Tennessee,1970,0.00,9.81
Texas,1970,0.00,9.81
Virginia,1970,0.00,9.81
Alaska,1971,15.17,9.39
Arizona,1971,3.38,9.39
California,1971,11.92,9.39
Connecticut,1971,11.56,9.39
District of Columbia,1971,11.56,9.39
Hawaii,1971,11.56,9.39
Maine,1971,11.56,9.39
Massachusetts,1971,11.56,9.39
New York,1971,11.56,9.39
Rhode Island,1971,11.56,9.39
Vermont,1971,11.56,9.39
Washington,1971,11.56,9.39
New Jersey,1971,10.83,9.39
New Hampshire,1971,10.47,9.39
Maryland,1971,9.39,9.39
Nevada,1971,9.39,9.39
New Mexico,1971,9.39,9.39
Pennsylvania,1971,9.39,9.39
Wisconsin,1971,9.39,9.39
Wyoming,1971,9.39,9.39
Delaware,1971,9.03,9.39
Idaho,1971,9.03,9.39
Indiana,1971,9.03,9.39
Michigan,1971,9.03,9.39
North Carolina,1971,9.03,9.39
Oregon,1971,9.03,9.39
Arkansas,1971,7.95,9.39
Colorado,1971,7.23,9.39
Nebraska,1971,7.23,9.39
North Dakota,1971,7.23,9.39
Oklahoma,1971,7.23,9.39
South Dakota,1971,7.23,9.39
Utah,1971,7.23,9.39
West Virginia,1971,7.23,9.39
Ohio,1971,5.42,9.39
Minnesota,1971,5.06,9.39
Kentucky,1971,4.69,9.39
Puerto Rico,1971,3.11,9.39
Alabama,1971,0.00,9.39
Florida,1971,0.00,9.39
Georgia,1971,0.00,9.39
Illinois,1971,0.00,9.39
Iowa,1971,0.00,9.39
Kansas,1971,0.00,9.39
Louisiana,1971,0.00,9.39
Mississippi,1971,0.00,9.39
Missouri,1971,0.00,9.39
Montana,1971,0.00,9.39
South Carolina,1971,0.00,9.39
Tennessee,1971,0.00,9.39
Texas,1971,0.00,9.39
Virginia,1971,0.00,9.39
Alaska,1972,14.69,11.20
Connecticut,1972,12.95,11.20
New York,1972,12.95,11.20
Massachusetts,1972,12.25,11.20
California,1972,11.55,11.20
Delaware,1972,11.20,11.20
District of Columbia,1972,11.20,11.20
Hawaii,1972,11.20,11.20
Maryland,1972,11.20,11.20
Michigan,1972,11.20,11.20
Montana,1972,11.20,11.20
Nevada,1972,11.20,11.20
New Hampshire,1972,11.20,11.20
Pennsylvania,1972,11.20,11.20
Rhode Island,1972,11.20,11.20
Vermont,1972,11.20,11.20
Washington,1972,11.20,11.20
New Jersey,1972,10.50,11.20
Wyoming,1972,10.50,11.20
North Carolina,1972,10.15,11.20
Wisconsin,1972,10.15,11.20
Arizona,1972,3.28,11.20
Idaho,1972,9.79,11.20
Illinois,1972,9.79,11.20
Maine,1972,9.79,11.20
Oklahoma,1972,9.79,11.20
Texas,1972,9.79,11.20
New Mexico,1972,9.09,11.20
Georgia,1972,8.75,11.20
Indiana,1972,8.75,11.20
Oregon,1972,8.75,11.20
Arkansas,1972,8.40,11.20
Utah,1972,8.40,11.20
West Virginia,1972,8.40,11.20
Colorado,1972,7.00,11.20
Nebraska,1972,7.00,11.20
North Dakota,1972,7.00,11.20
South Dakota,1972,7.00,11.20
Minnesota,1972,5.25,11.20
Ohio,1972,5.25,11.20
Kentucky,1972,4.55,11.20
Puerto Rico,1972,4.55,11.20
Alabama,1972,0.00,11.20
Florida,1972,0.00,11.20
Iowa,1972,0.00,11.20
Kansas,1972,0.00,11.20
Louisiana,1972,0.00,11.20
Mississippi,1972,0.00,11.20
Missouri,1972,0.00,11.20
South Carolina,1972,0.00,11.20
Tennessee,1972,0.00,11.20
Virginia,1972,0.00,11.20
Alaska,1973,13.83,10.54
Connecticut,1973,12.19,10.54
New York,1973,12.19,10.54
Massachusetts,1973,11.52,10.54
California,1973,10.87,10.54
Delaware,1973,10.54,10.54
District of Columbia,1973,10.54,10.54
Hawaii,1973,10.54,10.54
Maryland,1973,10.54,10.54
Michigan,1973,10.54,10.54
Montana,1973,10.54,10.54
Nevada,1973,10.54,10.54
New Hampshire,1973,10.54,10.54
Pennsylvania,1973,10.54,10.54
Rhode Island,1973,10.54,10.54
Vermont,1973,10.54,10.54
Washington,1973,10.54,10.54
Arizona,1973,3.09,10.54
New Jersey,1973,9.88,10.54
Wyoming,1973,9.88,10.54
North Carolina,1973,9.56,10.54
Wisconsin,1973,9.56,10.54
Idaho,1973,9.23,10.54
Illinois,1973,9.23,10.54
Maine,1973,9.23,10.54
Oklahoma,1973,9.23,10.54
Texas,1973,9.23,10.54
New Mexico,1973,8.56,10.54
Georgia,1973,8.23,10.54
Indiana,1973,8.23,10.54
Oregon,1973,8.23,10.54
Arkansas,1973,7.91,10.54
Utah,1973,7.91,10.54
West Virginia,1973,7.91,10.54
Colorado,1973,6.59,10.54
Nebraska,1973,6.59,10.54
North Dakota,1973,6.59,10.54
South Dakota,1973,6.59,10.54
Minnesota,1973,4.94,10.54
Ohio,1973,4.94,10.54
Kentucky,1973,4.29,10.54
Puerto Rico,1973,4.29,10.54
Alabama,1973,0.00,10.54
Florida,1973,0.00,10.54
Iowa,1973,0.00,10.54
Kansas,1973,0.00,10.54
Louisiana,1973,0.00,10.54
Mississippi,1973,0.00,10.54
Missouri,1973,0.00,10.54
South Carolina,1973,0.00,10.54
Tennessee,1973,0.00,10.54
Virginia,1973,0.00,10.54
Alaska,1974,12.46,9.49
Connecticut,1974,10.98,9.49
New York,1974,10.98,9.49
Massachusetts,1974,10.38,9.49
Arizona,1974,2.78,9.49
California,1974,9.79,9.49
Delaware,1974,9.49,9.49
District of Columbia,1974,9.49,9.49
Hawaii,1974,9.49,9.49
Maryland,1974,9.49,9.49
Michigan,1974,9.49,9.49
Montana,1974,9.49,9.49
Nevada,1974,9.49,9.49
New Hampshire,1974,9.49,9.49
Pennsylvania,1974,9.49,9.49
Rhode Island,1974,9.49,9.49
Vermont,1974,9.49,9.49
Washington,1974,9.49,9.49
New Jersey,1974,8.90,9.49
Wyoming,1974,8.90,9.49
North Carolina,1974,8.61,9.49
Wisconsin,1974,8.61,9.49
Idaho,1974,8.31,9.49
Illinois,1974,8.31,9.49
Maine,1974,8.31,9.49
Oklahoma,1974,8.31,9.49
Texas,1974,8.31,9.49
New Mexico,1974,7.71,9.49
Georgia,1974,7.42,9.49
Indiana,1974,7.42,9.49
Oregon,1974,7.42,9.49
Arkansas,1974,7.13,9.49
Utah,1974,7.13,9.49
West Virginia,1974,7.13,9.49
Colorado,1974,5.94,9.49
Nebraska,1974,5.94,9.49
North Dakota,1974,5.94,9.49
South Dakota,1974,5.94,9.49
Minnesota,1974,4.44,9.49
Ohio,1974,4.44,9.49
Kentucky,1974,3.86,9.49
Puerto Rico,1974,3.86,9.49
Alabama,1974,0.00,9.49
Florida,1974,0.00,9.49
Iowa,1974,0.00,9.49
Kansas,1974,0.00,9.49
Louisiana,1974,0.00,9.49
Mississippi,1974,0.00,9.49
Missouri,1974,0.00,9.49
South Carolina,1974,0.00,9.49
Tennessee,1974,0.00,9.49
Virginia,1974,0.00,9.49
Alaska,1975,11.42,8.70
Connecticut,1975,10.05,8.70
New York,1975,10.05,8.70
Arizona,1975,2.54,8.70
Massachusetts,1975,9.51,8.70
California,1975,8.97,8.70
Delaware,1975,8.70,8.70
District of Columbia,1975,8.70,8.70
Hawaii,1975,8.70,8.70
Maryland,1975,8.70,8.70
Michigan,1975,8.70,8.70
Montana,1975,8.70,8.70
Nevada,1975,8.70,8.70
New Hampshire,1975,8.70,8.70
Pennsylvania,1975,8.70,8.70
Rhode Island,1975,8.70,8.70
Vermont,1975,8.70,8.70
Washington,1975,8.70,8.70
New Jersey,1975,8.15,8.70
Wyoming,1975,8.15,8.70
North Carolina,1975,7.88,8.70
Wisconsin,1975,7.88,8.70
Idaho,1975,7.61,8.70
Illinois,1975,7.61,8.70
Maine,1975,7.61,8.70
Oklahoma,1975,7.61,8.70
Texas,1975,7.61,8.70
New Mexico,1975,7.07,8.70
Georgia,1975,6.80,8.70
Indiana,1975,6.80,8.70
Oregon,1975,6.80,8.70
Arkansas,1975,6.53,8.70
Utah,1975,6.53,8.70
West Virginia,1975,6.53,8.70
Colorado,1975,5.44,8.70
Nebraska,1975,5.44,8.70
North Dakota,1975,5.44,8.70
South Dakota,1975,5.44,8.70
Minnesota,1975,4.08,8.70
Ohio,1975,4.08,8.70
Kentucky,1975,3.54,8.70
Puerto Rico,1975,3.54,8.70
Alabama,1975,0.00,8.70
Florida,1975,0.00,8.70
Iowa,1975,0.00,8.70
Kansas,1975,0.00,8.70
Louisiana,1975,0.00,8.70
Mississippi,1975,0.00,8.70
Missouri,1975,0.00,8.70
South Carolina,1975,0.00,8.70
Tennessee,1975,0.00,8.70
Virginia,1975,0.00,8.70
Alaska,1976,14.40,11.31
Hawaii,1976,12.34,11.31
Maine,1976,11.83,11.31
New York,1976,11.83,11.31
Oregon,1976,11.83,11.31
Rhode Island,1976,11.83,11.31
Vermont,1976,11.83,11.31
District of Columbia,1976,11.57,11.31
Connecticut,1976,11.37,11.31
Maryland,1976,11.31,11.31
Michigan,1976,11.31,11.31
Nevada,1976,11.31,11.31
New Hampshire,1976,11.31,11.31
New Jersey,1976,11.31,11.31
Pennsylvania,1976,11.31,11.31
Washington,1976,11.31,11.31
Illinois,1976,10.80,11.31
Massachusetts,1976,10.80,11.31
Wisconsin,1976,10.80,11.31
California,1976,10.28,11.31
Delaware,1976,10.28,11.31
New Mexico,1976,10.28,11.31
North Carolina,1976,10.28,11.31
North Dakota,1976,10.28,11.31
South Dakota,1976,10.28,11.31
Virginia,1976,10.28,11.31
West Virginia,1976,10.28,11.31
Arizona,1976,0.00,11.31
Arkansas,1976,9.77,11.31
Minnesota,1976,9.25,11.31
Montana,1976,9.25,11.31
Oklahoma,1976,9.25,11.31
Idaho,1976,8.22,11.31
Kentucky,1976,8.22,11.31
Nebraska,1976,8.22,11.31
Ohio,1976,8.22,11.31
Wyoming,1976,8.22,11.31
Utah,1976,7.97,11.31
Texas,1976,7.19,11.31
Georgia,1976,6.42,11.31
Indiana,1976,6.42,11.31
Colorado,1976,5.15,11.31
Puerto Rico,1976,3.90,11.31
Alabama,1976,0.00,11.31
Florida,1976,0.00,11.31
Iowa,1976,0.00,11.31
Kansas,1976,0.00,11.31
Louisiana,1976,0.00,11.31
Mississippi,1976,0.00,11.31
Missouri,1976,0.00,11.31
South Carolina,1976,0.00,11.31
Tennessee,1976,0.00,11.31
Alaska,1977,13.52,10.62
Hawaii,1977,11.58,10.62
Maine,1977,11.11,10.62
New York,1977,11.11,10.62
Oregon,1977,11.11,10.62
Rhode Island,1977,11.11,10.62
Vermont,1977,11.11,10.62
District of Columbia,1977,10.86,10.62
Connecticut,1977,10.67,10.62
Maryland,1977,10.62,10.62
Michigan,1977,10.62,10.62
Nevada,1977,10.62,10.62
New Hampshire,1977,10.62,10.62
New Jersey,1977,10.62,10.62
Pennsylvania,1977,10.62,10.62
Washington,1977,10.62,10.62
Illinois,1977,10.13,10.62
Massachusetts,1977,10.13,10.62
Wisconsin,1977,10.13,10.62
Arizona,1977,0.00,10.62
California,1977,9.66,10.62
Delaware,1977,9.66,10.62
New Mexico,1977,9.66,10.62
North Carolina,1977,9.66,10.62
North Dakota,1977,9.66,10.62
South Dakota,1977,9.66,10.62
Virginia,1977,9.66,10.62
West Virginia,1977,9.66,10.62
Arkansas,1977,9.17,10.62
Minnesota,1977,8.69,10.62
Montana,1977,8.69,10.62
Oklahoma,1977,8.69,10.62
Idaho,1977,7.72,10.62
Kentucky,1977,7.72,10.62
Nebraska,1977,7.72,10.62
Ohio,1977,7.72,10.62
Wyoming,1977,7.72,10.62
Utah,1977,7.49,10.62
Texas,1977,6.76,10.62
Georgia,1977,6.04,10.62
Indiana,1977,6.04,10.62
Colorado,1977,4.83,10.62
Puerto Rico,1977,3.66,10.62
Alabama,1977,0.00,10.62
Florida,1977,0.00,10.62
Iowa,1977,0.00,10.62
Kansas,1977,0.00,10.62
Louisiana,1977,0.00,10.62
Mississippi,1977,0.00,10.62
Missouri,1977,0.00,10.62
South Carolina,1977,0.00,10.62
Tennessee,1977,0.00,10.62
Alaska,1978,12.57,9.87
Hawaii,1978,10.77,9.87
Maine,1978,10.31,9.87
New York,1978,10.31,9.87
Oregon,1978,10.31,9.87
Rhode Island,1978,10.31,9.87
Vermont,1978,10.31,9.87
District of Columbia,1978,10.10,9.87
Connecticut,1978,9.92,9.87
Maryland,1978,9.87,9.87
Michigan,1978,9.87,9.87
Nevada,1978,9.87,9.87
New Hampshire,1978,9.87,9.87
New Jersey,1978,9.87,9.87
Pennsylvania,1978,9.87,9.87
Washington,1978,9.87,9.87
Arizona,1978,0.00,9.87
Illinois,1978,9.42,9.87
Massachusetts,1978,9.42,9.87
Wisconsin,1978,9.42,9.87
California,1978,8.97,9.87
Delaware,1978,8.97,9.87
New Mexico,1978,8.97,9.87
North Carolina,1978,8.97,9.87
North Dakota,1978,8.97,9.87
South Dakota,1978,8.97,9.87
Virginia,1978,8.97,9.87
West Virginia,1978,8.97,9.87
Arkansas,1978,8.53,9.87
Minnesota,1978,8.08,9.87
Montana,1978,8.08,9.87
Oklahoma,1978,8.08,9.87
Idaho,1978,7.18,9.87
Kentucky,1978,7.18,9.87
Nebraska,1978,7.18,9.87
Ohio,1978,7.18,9.87
Wyoming,1978,7.18,9.87
Utah,1978,6.96,9.87
Texas,1978,6.28,9.87
Georgia,1978,5.61,9.87
Indiana,1978,5.61,9.87
Colorado,1978,4.49,9.87
Puerto Rico,1978,3.42,9.87
Alabama,1978,0.00,9.87
Florida,1978,0.00,9.87
Iowa,1978,0.00,9.87
Kansas,1978,0.00,9.87
Louisiana,1978,0.00,9.87
Mississippi,1978,0.00,9.87
Missouri,1978,0.00,9.87
South Carolina,1978,0.00,9.87
Tennessee,1978,0.00,9.87
Alaska,1979,13.70,11.68
Connecticut,1979,11.73,11.68
California,1979,11.68,11.68
Maine,1979,11.68,11.68
Maryland,1979,11.68,11.68
Massachusetts,1979,11.68,11.68
Michigan,1979,11.68,11.68
New Hampshire,1979,11.68,11.68
New York,1979,11.68,11.68
Pennsylvania,1979,11.68,11.68
Vermont,1979,11.68,11.68
Wisconsin,1979,11.29,11.68
Nevada,1979,11.08,11.68
Hawaii,1979,10.68,11.68
New Jersey,1979,10.08,11.68
North Carolina,1979,10.08,11.68
District of Columbia,1979,9.91,11.68
Arizona,1979,0.00,11.68
Virginia,1979,9.47,11.68
Arkansas,1979,9.26,11.68
Idaho,1979,9.26,11.68
Illinois,1979,9.26,11.68
Minnesota,1979,9.26,11.68
New Mexico,1979,9.26,11.68
Ohio,1979,9.26,11.68
Oregon,1979,9.26,11.68
Rhode Island,1979,9.26,11.68
South Dakota,1979,9.26,11.68
Washington,1979,9.26,11.68
Utah,1979,8.87,11.68
West Virginia,1979,8.87,11.68
North Dakota,1979,8.46,11.68
Delaware,1979,8.06,11.68
Indiana,1979,8.06,11.68
Kentucky,1979,8.06,11.68
Montana,1979,8.06,11.68
Oklahoma,1979,8.06,11.68
Colorado,1979,7.66,11.68
Kansas,1979,6.45,11.68
Nebraska,1979,6.45,11.68
Wyoming,1979,6.45,11.68
Texas,1979,5.64,11.68
Georgia,1979,4.95,11.68
Puerto Rico,1979,4.84,11.68
Alabama,1979,0.00,11.68
Florida,1979,0.00,11.68
Iowa,1979,0.00,11.68
Louisiana,1979,0.00,11.68
Mississippi,1979,0.00,11.68
Missouri,1979,0.00,11.68
South Carolina,1979,0.00,11.68
Tennessee,1979,0.00,11.68
Alaska,1980,12.78,11.00
Connecticut,1980,11.07,11.00
Maine,1980,11.00,11.00
Maryland,1980,11.00,11.00
Massachusetts,1980,11.00,11.00
Michigan,1980,11.00,11.00
New Hampshire,1980,11.00,11.00
New Jersey,1980,11.00,11.00
New York,1980,11.00,11.00
Pennsylvania,1980,11.00,11.00
Vermont,1980,11.00,11.00
Wisconsin,1980,10.65,11.00
California,1980,10.29,11.00
Hawaii,1980,10.29,11.00
Minnesota,1980,10.29,11.00
Oregon,1980,10.29,11.00
Nevada,1980,9.76,11.00
North Carolina,1980,9.76,11.00
Arizona,1980,0.00,11.00
New Mexico,1980,9.41,11.00
Rhode Island,1980,9.41,11.00
North Dakota,1980,9.23,11.00
Arkansas,1980,9.05,11.00
District of Columbia,1980,8.88,11.00
Utah,1980,8.35,11.00
Virginia,1980,8.35,11.00
Idaho,1980,8.17,11.00
Illinois,1980,8.17,11.00
Ohio,1980,8.17,11.00
South Dakota,1980,8.17,11.00
Washington,1980,8.17,11.00
West Virginia,1980,7.82,11.00
Kentucky,1980,7.63,11.00
Delaware,1980,7.10,11.00
Indiana,1980,7.10,11.00
Montana,1980,7.10,11.00
Oklahoma,1980,7.10,11.00
Colorado,1980,6.74,11.00
Kansas,1980,5.68,11.00
Nebraska,1980,5.68,11.00
Wyoming,1980,5.68,11.00
Texas,1980,4.97,11.00
Georgia,1980,4.43,11.00
Puerto Rico,1980,4.26,11.00
Alabama,1980,0.00,11.00
Florida,1980,0.00,11.00
Iowa,1980,0.00,11.00
Louisiana,1980,0.00,11.00
Mississippi,1980,0.00,11.00
Missouri,1980,0.00,11.00
South Carolina,1980,0.00,11.00
Tennessee,1980,0.00,11.00
Alaska,1981,12.40,10.78
Connecticut,1981,10.85,10.78
California,1981,10.78,10.78
Maine,1981,10.78,10.78
Maryland,1981,10.78,10.78
Massachusetts,1981,10.78,10.78
Michigan,1981,10.78,10.78
New Hampshire,1981,10.78,10.78
New Jersey,1981,10.78,10.78
New York,1981,10.78,10.78
Pennsylvania,1981,10.78,10.78
Vermont,1981,10.78,10.78
Wisconsin,1981,10.46,10.78
Hawaii,1981,9.98,10.78
Minnesota,1981,9.98,10.78
Oklahoma,1981,9.98,10.78
Oregon,1981,9.98,10.78
Arizona,1981,0.00,10.78
New Mexico,1981,9.33,10.78
North Carolina,1981,9.33,10.78
Rhode Island,1981,9.33,10.78
North Dakota,1981,9.01,10.78
Nevada,1981,8.86,10.78
West Virginia,1981,8.86,10.78
Arkansas,1981,8.69,10.78
